id,Bicycle_routes,linear_color_weighting,Previous_accidents,Day,Sex,Age_rangue,Hourly_range,Lanes,Speed_limit,Bikeway,Public_transport,Traffic_light,Street_type,vehicle_type,Traffic_variable,Bicycle_routes_cat,predominant_color,diffuse_logic_traffic,label
710,0,0.25,0,Wednesday,,,0:00 a 01:59,4,80km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,No,green,B,1
712,0,0.266590214,1,Thursday,F,20-29,20:00 a 21:59,4,60km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
713,0,0.2576062,0,Tuesday,M,0-19,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
714,1873,0.334994844,4,Thursday,M,0-19,16:00 a 17:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
715,0,0.33584295,0,Saturday,M,0-19,18:00 a 19:59,2,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,No,green,MB,0
716,0,0,1,Wednesday,M,60-69,10:00 a 11:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,1
717,1620,0.488017287,2,Wednesday,M,30-39,12:00 a 13:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
718,0,0.529729319,0,Thursday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,orange,MA,0
719,1200,0.563500312,2,Saturday,M,,14:00 a 15:59,1,30km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,Yes,orange,MA,0
720,0,0.334100625,3,Tuesday,M,0-19,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
721,0,0.25,0,Friday,M,0-19,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
722,0,0.430149284,0,Monday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,MB,0
723,734,0.410664498,2,Tuesday,F,,08:00 a 09:59,2,50km/h,Yes,Yes,No,Avenue,Private_car,Poco trafico,Yes,orange,MB,0
724,0,0.295638489,1,Monday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
725,0,0.367260692,2,Tuesday,M,30-39,12:00 a 13:59,5,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
726,162,0.282695125,2,Monday,M,30-39,0:00 a 01:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
727,0,0.25,1,Tuesday,M,40-49,10:00 a 11:59,3,50km/h,No,No,No,Avenue,Multiple_collision,Poco trafico,No,green,B,0
728,0,0.340607846,5,Monday,M,0-19,20:00 a 21:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
729,0,0.339155844,0,Tuesday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
730,0,0.25,0,Friday,M,,12:00 a 13:59,2,50km/h,No,Yes,No,Street,Private_car,Poco trafico,No,green,B,0
731,0,0.391114058,0,Tuesday,M,30-39,08:00 a 09:59,2,50km/h,No,No,No,Street,,Poco trafico,No,green,MB,0
732,30,0.287511131,0,Thursday,M,0-19,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
736,165,0.309950637,2,Sunday,M,60-69,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
737,0,0.25,0,Tuesday,M,60-69,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
739,0,0.737859267,0,Monday,M,60-69,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,red,A,1
742,0,0.310443565,0,Sunday,M,30-39,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
743,251,0.529409491,0,Wednesday,F,20-29,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,red,MB,0
746,0,0.356679118,0,Saturday,F,20-29,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
748,353,0.268102224,1,Wednesday,F,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
749,0,0.250217061,0,Wednesday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,Yes,Highway,,Poco trafico,No,green,B,1
750,0,0.42263192,0,Sunday,M,20-29,16:00 a 17:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,1
751,0,0.410354284,0,Saturday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
752,528,0.379293263,1,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,Yes,green,MB,0
753,0,0.25,1,Wednesday,M,,16:00 a 17:59,2,80km/h,No,Yes,No,Highway,Truck,Poco trafico,No,green,B,1
754,0,0.712398374,0,Thursday,M,,08:00 a 09:59,3,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,red_wine,A,0
755,214,0.334044065,6,Monday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,No,Avenue,,Trafico moderado,Yes,green,MB,0
756,0,0.308230347,3,Monday,M,,20:00 a 21:59,6,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
757,0,0.38185307,0,Friday,M,0-19,16:00 a 17:59,3,80km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
758,0,0.321710253,1,Wednesday,M,60-69,16:00 a 17:59,2,50km/h,No,Yes,Yes,Avenue,,Poco trafico,No,green,B,1
760,179,0.280413762,8,Sunday,M,50-59,06:00 a 07:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
761,266,0.342048864,0,Monday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
762,0,0.276809429,2,Wednesday,M,20-29,22:00 a 23:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
763,608,0.385956246,3,Saturday,M,60-69,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
764,0,0.493378025,0,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MA,0
765,0,0.25,0,Thursday,M,20-29,20:00 a 21:59,2,40km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
766,239,0.394703097,2,Friday,F,20-29,12:00 a 13:59,2,50km/h,No,No,No,Avenue,Truck,Trafico moderado,Yes,green,MB,1
767,0,0.348103187,1,Friday,F,60-69,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
769,0,0.34060217,1,Monday,,,16:00 a 17:59,5,60km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,MB,0
770,0,0.346041242,5,Tuesday,F,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Truck,Mucho trafico,No,green,MB,0
771,0,0.325913146,0,Thursday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
772,0,0,0,Thursday,M,60-69,06:00 a 07:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,0
773,5,0.490485252,0,Tuesday,M,60-69,12:00 a 13:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,orange,MA,0
774,0,0.404705182,1,Monday,M,30-39,16:00 a 17:59,1,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,MB,0
775,0,0.428740741,0,Monday,M,0-19,08:00 a 09:59,1,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
776,0,0.371960117,0,Thursday,M,40-49,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
777,0,0.335548991,0,Sunday,,,18:00 a 19:59,7,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,MB,0
778,0,0.289566187,0,Tuesday,M,60-69,22:00 a 23:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
779,854,0.360701107,0,Tuesday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
780,0,0.330098684,3,Thursday,M,0-19,06:00 a 07:59,6,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
781,457,0.31092437,1,Monday,F,30-39,08:00 a 09:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,Yes,green,B,0
782,545,0.294451352,2,Wednesday,M,60-69,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,B,0
783,0,0.473364979,0,Wednesday,M,60-69,12:00 a 13:59,1,50km/h,No,No,No,Street,Truck,Trafico moderado,No,green,MA,0
784,629,0.260108595,2,Friday,M,60-69,12:00 a 13:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
785,0,0,3,Monday,M,50-59,20:00 a 21:59,3,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
786,0,0.328749124,1,Tuesday,F,20-29,18:00 a 19:59,4,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,1
787,214,0.38705104,6,Tuesday,M,60-69,12:00 a 13:59,3,60km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,MB,0
788,2,0.30604534,1,Wednesday,M,50-59,06:00 a 07:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
789,0,0.328242642,0,Tuesday,M,40-49,16:00 a 17:59,1,50km/h,No,Yes,Yes,Avenue,,Trafico moderado,No,green,B,1
790,229,0.475495175,1,Monday,M,,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,,Trafico moderado,Yes,green,MA,0
791,0,0.25,0,Tuesday,,,18:00 a 19:59,5,50km/h,No,No,No,Avenue,Truck,Poco trafico,No,green,B,0
792,0,0.424510015,3,Thursday,M,30-39,22:00 a 23:59,6,60km/h,No,Yes,Yes,Peripheral,,Poco trafico,No,green,MA,0
793,0,0.524483776,0,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Mucho trafico,No,orange,MA,0
794,0,0.268841039,0,Saturday,M,40-49,20:00 a 21:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
795,0,0.368988302,2,Saturday,M,50-59,08:00 a 09:59,5,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,MB,0
796,0,0.268829027,2,Tuesday,M,20-29,12:00 a 13:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
797,0,0.30323488,1,Friday,M,,10:00 a 11:59,3,50km/h,Yes,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
798,0,0.390141431,0,Wednesday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
799,0,0.32517215,0,Saturday,,,18:00 a 19:59,2,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,MB,0
800,0,0.408064882,2,Monday,M,,16:00 a 17:59,6,60km/h,No,Yes,No,Peripheral,,Poco trafico,No,green,MB,1
801,0,0.328921885,5,Friday,M,60-69,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,MB,1
802,337,0.355323368,1,Saturday,M,20-29,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
803,0,0.428707554,4,Tuesday,M,40-49,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MA,0
804,330,0.25,0,Friday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
805,0,0.402907141,0,Monday,M,40-49,08:00 a 09:59,4,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,0
806,0,0.333019224,2,Tuesday,M,40-49,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
807,0,0.500502816,1,Thursday,M,60-69,12:00 a 13:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MB,0
808,0,0.329463266,0,Saturday,M,50-59,16:00 a 17:59,2,50km/h,Yes,No,No,Avenue,Truck,Trafico moderado,No,green,MB,0
809,0,0.25,0,Tuesday,M,40-49,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
810,483,0.25,2,Monday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,B,0
812,0,0.302034429,0,Monday,F,20-29,06:00 a 07:59,2,50km/h,Yes,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
813,410,0.434382666,3,Thursday,M,30-39,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,orange,MB,0
814,0,0.333333333,0,Saturday,M,60-69,10:00 a 11:59,2,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,green,MB,0
815,0,0.328921885,5,Saturday,M,20-29,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,1
816,417,0.25,2,Wednesday,M,30-39,0:00 a 01:59,4,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
818,0,0.25,0,Friday,M,60-69,12:00 a 13:59,2,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,B,1
819,0,0,0,Monday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
820,1526,0.379020138,2,Wednesday,M,20-29,16:00 a 17:59,4,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,Yes,green,MB,0
821,0,0.300581536,0,Tuesday,M,20-29,18:00 a 19:59,4,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,No,green,B,0
822,0,0.349314585,0,Thursday,M,40-49,08:00 a 09:59,1,50km/h,No,Yes,Yes,Street,Private_car,Poco trafico,No,green,MB,0
823,0,0.25,1,Thursday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
825,0,0,0,Tuesday,M,0-19,18:00 a 19:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,1
826,1256,0.25,0,Friday,M,20-29,20:00 a 21:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
827,0,0.25,0,Thursday,M,50-59,08:00 a 09:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,No,green,B,0
828,239,0.295420925,2,Tuesday,F,20-29,14:00 a 15:59,3,50km/h,Yes,Yes,Yes,Avenue,Truck,Poco trafico,Yes,green,B,0
829,0,0.36652714,2,Wednesday,M,,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MB,0
830,0,0,3,Saturday,,,20:00 a 21:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
831,5,0.332148627,0,Sunday,M,50-59,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,Yes,green,B,0
833,179,0.343477503,8,Saturday,M,30-39,16:00 a 17:59,3,50km/h,Yes,Yes,No,Avenue,Multiple_collision,Poco trafico,Yes,green,B,0
834,0,0.284892723,0,Monday,M,30-39,08:00 a 09:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
835,0,0.338583488,1,Monday,M,60-69,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,,Trafico moderado,No,green,B,1
836,0,0.25,0,Sunday,F,0-19,12:00 a 13:59,5,60km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
837,542,0.512930039,2,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,orange,MA,0
839,0,0.277090695,0,Friday,M,50-59,0:00 a 01:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
841,0,0.25,1,Saturday,M,30-39,06:00 a 07:59,5,60km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
842,0,0.341976351,1,Saturday,M,,22:00 a 23:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
844,0,0.28825079,1,Tuesday,F,20-29,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
845,0,0.25,0,Sunday,M,,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
846,0,0.34243212,1,Tuesday,M,40-49,16:00 a 17:59,2,50km/h,Yes,Yes,No,Avenue,Truck,Trafico moderado,No,green,B,0
847,0,0.25,0,Thursday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
848,0,0.25,0,Thursday,M,40-49,08:00 a 09:59,2,50km/h,No,No,No,Street,,Trafico moderado,No,green,B,0
849,9,0.313059398,2,Monday,M,,20:00 a 21:59,6,60km/h,Yes,Yes,No,Peripheral,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
850,0,0.25,2,Monday,M,,16:00 a 17:59,6,60km/h,No,Yes,No,Peripheral,Passenger_vehicle,Trafico moderado,No,green,B,0
853,2,0.25,0,Monday,M,30-39,20:00 a 21:59,4,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
855,0,0.335915493,3,Sunday,M,50-59,16:00 a 17:59,6,60km/h,Yes,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,MB,0
858,0,0.354868624,4,Wednesday,M,50-59,22:00 a 23:59,4,60km/h,No,Yes,Yes,Highway,Private_car,Poco trafico,No,green,MB,0
860,0,0.328517588,0,Thursday,M,0-19,22:00 a 23:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,1
861,0,0.416666667,0,Friday,F,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Mucho trafico,No,orange,MB,1
862,0,0.306508165,1,Saturday,M,0-19,14:00 a 15:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
863,0,0.324092616,0,Thursday,M,,0:00 a 01:59,2,50km/h,Yes,Yes,Yes,Street,Private_car,Poco trafico,No,green,MB,1
865,0,0.340387658,0,Tuesday,M,,22:00 a 23:59,2,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
866,0,0.80647535,0,Sunday,M,20-29,14:00 a 15:59,2,50km/h,Yes,Yes,No,Avenue,,Trafico moderado,No,red,A,0
869,0,0.37330195,0,Saturday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
870,0,0.264338235,0,Monday,,,0:00 a 01:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,No,green,B,1
871,0,0.263427664,0,Friday,F,30-39,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,,Poco trafico,No,green,B,1
873,0,0.25,3,Wednesday,M,50-59,22:00 a 23:59,4,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,B,1
875,417,0.25,1,Saturday,M,30-39,22:00 a 23:59,2,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
876,363,0.415582168,2,Tuesday,M,,08:00 a 09:59,2,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,MB,0
877,357,0.2669967,2,Friday,M,0-19,16:00 a 17:59,2,40km/h,Yes,No,No,Street,Private_car,Poco trafico,Yes,green,B,0
878,0,0.385157744,0,Tuesday,M,40-49,10:00 a 11:59,3,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,orange,MB,0
879,0,0.395188396,3,Friday,M,60-69,10:00 a 11:59,6,60km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,MB,0
880,0,0.307103543,3,Monday,F,30-39,08:00 a 09:59,6,60km/h,No,Yes,Yes,Avenue,Train,Poco trafico,No,green,B,0
882,0,0.25,0,Wednesday,M,20-29,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
883,0,0.371562567,0,Wednesday,M,0-19,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,1
884,724,0.435982478,2,Wednesday,F,0-19,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,orange,MB,0
885,0,0,3,Wednesday,M,0-19,08:00 a 09:59,3,50km/h,Yes,Yes,No,Avenue,Truck,Poco trafico,No,green,B,0
886,0,0.37195572,1,Sunday,M,40-49,20:00 a 21:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MB,1
888,0,0.301693227,0,Thursday,M,50-59,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
889,0,0.299587629,1,Monday,M,20-29,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
891,0,0.264702004,0,Sunday,M,60-69,16:00 a 17:59,4,50km/h,No,Yes,No,Avenue,,Poco trafico,No,green,B,0
893,0,0.451489758,0,Wednesday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,orange,MB,1
894,0,0.294885551,0,Thursday,M,70+,08:00 a 09:59,4,80km/h,No,Yes,Yes,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,1
896,0,0.372059667,0,Sunday,M,60-69,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Train,Poco trafico,No,green,MB,0
897,21,0.261415461,0,Sunday,M,20-29,16:00 a 17:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,0
899,244,0.46414452,0,Tuesday,M,,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,orange,MB,0
902,0,0.25,0,Tuesday,M,50-59,08:00 a 09:59,5,60km/h,No,Yes,No,Peripheral,Passenger_vehicle,Trafico moderado,No,green,B,0
903,0,0.25,1,Wednesday,M,,22:00 a 23:59,4,60km/h,No,Yes,No,Avenue,,Poco trafico,No,green,B,1
906,41,0.339047296,0,Tuesday,M,,12:00 a 13:59,4,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,Yes,green,MB,0
907,0,0.25,0,Sunday,M,40-49,08:00 a 09:59,3,80km/h,No,Yes,No,Highway,Private_car,Poco trafico,No,green,B,1
909,0,0.317826454,1,Thursday,M,50-59,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
911,0,0.40339314,0,Saturday,M,0-19,20:00 a 21:59,1,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
912,265,0.322555469,0,Wednesday,M,20-29,14:00 a 15:59,2,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
913,0,0.28718296,0,Saturday,M,40-49,20:00 a 21:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,1
914,0,0.25,1,Monday,M,,18:00 a 19:59,5,60km/h,No,Yes,No,Peripheral,Truck,Trafico moderado,No,green,B,1
915,0,0.361884448,0,Monday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,MB,1
916,667,0.372018147,2,Friday,M,40-49,18:00 a 19:59,3,50km/h,Yes,Yes,Yes,Avenue,Truck,Trafico moderado,Yes,green,MB,1
917,0,0.25,1,Saturday,M,30-39,18:00 a 19:59,5,60km/h,No,Yes,No,Peripheral,,Poco trafico,No,green,B,1
919,0,0.422370317,1,Thursday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,1
920,0,0,0,Saturday,M,30-39,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,Truck,Poco trafico,No,green,B,1
921,6,0.321185203,0,Monday,M,,06:00 a 07:59,4,50km/h,No,Yes,Yes,Street,Private_car,Poco trafico,Yes,green,MB,1
922,0,0.25,0,Saturday,M,,0:00 a 01:59,5,60km/h,No,Yes,Yes,Peripheral,Truck,Poco trafico,No,green,B,1
923,0,0,0,Wednesday,M,40-49,0:00 a 01:59,3,80km/h,No,Yes,No,Highway,,Poco trafico,No,green,B,1
924,0,0.286601597,0,Friday,M,40-49,0:00 a 01:59,6,60km/h,Yes,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,1