Bicycle_routes,linear_color_weighting,Previous_accidents,Day,Sex,Age_rangue,Hourly_range,Lanes,Speed_limit,Bikeway,Public_transport,Traffic_light,Street_type,vehicle_type,Traffic_variable,Bicycle_routes_cat,predominant_color,diffuse_logic_traffic,label
0,0.451010043,0,Sunday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Trafico moderado,No,green,MB,0
0,0.355902778,0,Friday,M,0-19,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
76,0.260789814,1,Wednesday,M,50-59,08:00 a 09:59,4,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
0,0.403702667,1,Wednesday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Avenue,Multiple_collision,Trafico moderado,No,orange,MB,0
0,0.25,1,Tuesday,M,0-19,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
1029,0.355351378,2,Saturday,M,30-39,16:00 a 17:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,MB,0
0,0.39740566,0,Tuesday,M,20-29,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,MB,0
2,0.25,0,Wednesday,M,0-19,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
0,0.325942066,0,Monday,M,0-19,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,0
305,0.329658347,2,Saturday,F,20-29,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,0
8,0.374289324,0,Monday,M,40-49,22:00 a 23:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,Yes,green,MB,1
2,0.25,0,Friday,M,40-49,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,1
0,0.333333333,0,Saturday,M,20-29,08:00 a 09:59,4,40km/h,No,Yes,Yes,Highway,Multiple_collision,Poco trafico,No,green,MB,0
0,0.5,0,Thursday,M,20-29,18:00 a 19:59,1,50km/h,No,No,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
214,0.280468574,6,Tuesday,M,70+,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,1
214,0.442128341,6,Tuesday,M,60-69,10:00 a 11:59,3,60km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,MB,0
2323,0.30847014,6,Monday,M,30-39,18:00 a 19:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Trafico moderado,Yes,green,B,0
0,0,0,Monday,M,60-69,22:00 a 23:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,1
0,0.250487567,2,Tuesday,M,40-49,08:00 a 09:59,4,80km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
108,0.309950637,2,Wednesday,M,60-69,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,green,B,1
250,0.32257109,1,Tuesday,F,20-29,0:00 a 01:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,Yes,green,MB,0
0,0.31063907,2,Friday,M,30-39,10:00 a 11:59,4,80km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
0,0.25,0,Sunday,M,30-39,12:00 a 13:59,2,80km/h,No,Yes,No,Highway,Passenger_vehicle,Trafico moderado,No,green,B,0
0,0.280446123,0,Sunday,M,20-29,14:00 a 15:59,2,50km/h,No,No,No,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.5,1,Sunday,M,70+,08:00 a 09:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,1
0,0,1,Sunday,M,60-69,08:00 a 09:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
23,0.392433234,0,Monday,M,60-69,20:00 a 21:59,2,50km/h,No,No,No,Street,Private_car,Mucho trafico,Yes,orange,MB,0
1479,0.417955326,4,Friday,M,30-39,10:00 a 11:59,2,50km/h,Yes,Yes,No,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
0,0.292292683,1,Tuesday,M,50-59,16:00 a 17:59,5,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
1990,0.365006279,2,Wednesday,F,20-29,10:00 a 11:59,1,50km/h,Yes,Yes,No,Street,Multiple_collision,Poco trafico,Yes,green,MB,0
335,0.25,2,Wednesday,M,20-29,06:00 a 07:59,6,60km/h,No,Yes,No,Peripheral,Private_car,Poco trafico,Yes,green,B,0
0,0.405787553,2,Friday,M,40-49,06:00 a 07:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
0,0.273920653,2,Monday,M,20-29,20:00 a 21:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
179,0.305168986,4,Tuesday,M,20-29,12:00 a 13:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.313308105,0,Thursday,M,0-19,12:00 a 13:59,1,40km/h,No,Yes,No,Avenue,Private_car,Trafico moderado,No,green,MB,0
1581,0.416666667,3,Thursday,M,20-29,10:00 a 11:59,4,50km/h,No,Yes,No,Avenue,Multiple_collision,Poco trafico,Yes,orange,MB,0
449,0.315208065,0,Monday,M,20-29,14:00 a 15:59,1,50km/h,Yes,Yes,No,Street,Multiple_collision,Poco trafico,Yes,green,MB,0
0,0.385907265,4,Friday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MB,0
0,0.301960281,1,Wednesday,M,30-39,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
135,0.25,0,Friday,M,50-59,08:00 a 09:59,1,50km/h,No,No,No,Street,Multiple_collision,Mucho trafico,Yes,green,B,0
0,0.25,0,Saturday,M,30-39,10:00 a 11:59,3,60km/h,No,Yes,No,Highway,Multiple_collision,Poco trafico,No,green,B,0
0,0.295500404,2,Monday,M,50-59,12:00 a 13:59,4,60km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
0,0.25,0,Thursday,M,20-29,12:00 a 13:59,3,60km/h,No,Yes,No,Avenue,Bicycle,Trafico moderado,No,green,B,0
97,0.422552167,1,Wednesday,M,40-49,06:00 a 07:59,1,50km/h,No,No,No,Street,Multiple_collision,Poco trafico,Yes,green,MA,0
0,0.266590214,1,Thursday,F,20-29,20:00 a 21:59,4,60km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.2576062,0,Tuesday,M,0-19,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
1873,0.334994844,4,Thursday,M,0-19,16:00 a 17:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
0,0.33584295,0,Saturday,M,0-19,18:00 a 19:59,2,50km/h,No,Yes,No,Street,Multiple_collision,Trafico moderado,No,green,MB,0
0,0,1,Wednesday,M,60-69,10:00 a 11:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,1
1620,0.488017287,2,Wednesday,M,30-39,12:00 a 13:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.529729319,0,Thursday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,No,orange,MA,0
0,0.334100625,3,Tuesday,M,0-19,10:00 a 11:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.25,0,Friday,M,0-19,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.430149284,0,Monday,M,20-29,14:00 a 15:59,2,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,MB,0
0,0.295638489,1,Monday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
0,0.367260692,2,Tuesday,M,30-39,12:00 a 13:59,5,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
162,0.282695125,2,Monday,M,30-39,0:00 a 01:59,4,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
0,0.25,1,Tuesday,M,40-49,10:00 a 11:59,3,50km/h,No,No,No,Avenue,Multiple_collision,Poco trafico,No,green,B,0
0,0.340607846,5,Monday,M,0-19,20:00 a 21:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0.339155844,0,Tuesday,M,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
30,0.287511131,0,Thursday,M,0-19,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
165,0.309950637,2,Sunday,M,60-69,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
0,0.25,0,Tuesday,M,60-69,22:00 a 23:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.737859267,0,Monday,M,60-69,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,red,A,1
0,0.310443565,0,Sunday,M,30-39,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
251,0.529409491,0,Wednesday,F,20-29,18:00 a 19:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,Yes,red,MB,0
0,0.356679118,0,Saturday,F,20-29,22:00 a 23:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
353,0.268102224,1,Wednesday,F,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.42263192,0,Sunday,M,20-29,16:00 a 17:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,1
0,0.410354284,0,Saturday,M,60-69,14:00 a 15:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,0
528,0.379293263,1,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Private_car,Trafico moderado,Yes,green,MB,0
0,0.38185307,0,Friday,M,0-19,16:00 a 17:59,3,80km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
179,0.280413762,8,Sunday,M,50-59,06:00 a 07:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
266,0.342048864,0,Monday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.276809429,2,Wednesday,M,20-29,22:00 a 23:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,0
608,0.385956246,3,Saturday,M,60-69,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,green,MB,0
0,0.493378025,0,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,orange,MA,0
0,0.25,0,Thursday,M,20-29,20:00 a 21:59,2,40km/h,No,Yes,No,Street,Private_car,Trafico moderado,No,green,B,0
239,0.394703097,2,Friday,F,20-29,12:00 a 13:59,2,50km/h,No,No,No,Avenue,Truck,Trafico moderado,Yes,green,MB,1
0,0.348103187,1,Friday,F,60-69,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
0,0.346041242,5,Tuesday,F,0-19,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Truck,Mucho trafico,No,green,MB,0
0,0.325913146,0,Thursday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0,0,Thursday,M,60-69,06:00 a 07:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,0
5,0.490485252,0,Tuesday,M,60-69,12:00 a 13:59,4,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,Yes,orange,MA,0
0,0.404705182,1,Monday,M,30-39,16:00 a 17:59,1,50km/h,No,No,No,Street,Private_car,Trafico moderado,No,green,MB,0
0,0.428740741,0,Monday,M,0-19,08:00 a 09:59,1,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,orange,MB,0
0,0.371960117,0,Thursday,M,40-49,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,0
0,0.289566187,0,Tuesday,M,60-69,22:00 a 23:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
854,0.360701107,0,Tuesday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.330098684,3,Thursday,M,0-19,06:00 a 07:59,6,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,MB,0
457,0.31092437,1,Monday,F,30-39,08:00 a 09:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,Yes,green,B,0
545,0.294451352,2,Wednesday,M,60-69,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,B,0
0,0.473364979,0,Wednesday,M,60-69,12:00 a 13:59,1,50km/h,No,No,No,Street,Truck,Trafico moderado,No,green,MA,0
629,0.260108595,2,Friday,M,60-69,12:00 a 13:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0,3,Monday,M,50-59,20:00 a 21:59,3,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.328749124,1,Tuesday,F,20-29,18:00 a 19:59,4,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,1
214,0.38705104,6,Tuesday,M,60-69,12:00 a 13:59,3,60km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,MB,0
2,0.30604534,1,Wednesday,M,50-59,06:00 a 07:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.524483776,0,Thursday,M,30-39,16:00 a 17:59,1,50km/h,No,Yes,No,Street,Multiple_collision,Mucho trafico,No,orange,MA,0
0,0.268841039,0,Saturday,M,40-49,20:00 a 21:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0.368988302,2,Saturday,M,50-59,08:00 a 09:59,5,60km/h,No,Yes,No,Peripheral,Private_car,Trafico moderado,No,green,MB,0
0,0.268829027,2,Tuesday,M,20-29,12:00 a 13:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,B,0
0,0.390141431,0,Wednesday,M,20-29,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
0,0.328921885,5,Friday,M,60-69,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,MB,1
337,0.355323368,1,Saturday,M,20-29,10:00 a 11:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,Yes,green,MB,0
0,0.428707554,4,Tuesday,M,40-49,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MA,0
330,0.25,0,Friday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.402907141,0,Monday,M,40-49,08:00 a 09:59,4,50km/h,No,Yes,No,Avenue,Truck,Trafico moderado,No,green,MB,0
0,0.333019224,2,Tuesday,M,40-49,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Multiple_collision,Poco trafico,No,green,MB,0
0,0.500502816,1,Thursday,M,60-69,12:00 a 13:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,orange,MB,0
0,0.329463266,0,Saturday,M,50-59,16:00 a 17:59,2,50km/h,Yes,No,No,Avenue,Truck,Trafico moderado,No,green,MB,0
0,0.25,0,Tuesday,M,40-49,18:00 a 19:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
483,0.25,2,Monday,M,20-29,08:00 a 09:59,3,50km/h,Yes,Yes,Yes,Avenue,Multiple_collision,Poco trafico,Yes,green,B,0
0,0.302034429,0,Monday,F,20-29,06:00 a 07:59,2,50km/h,Yes,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
410,0.434382666,3,Thursday,M,30-39,14:00 a 15:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,Yes,orange,MB,0
0,0.333333333,0,Saturday,M,60-69,10:00 a 11:59,2,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,green,MB,0
0,0.328921885,5,Saturday,M,20-29,14:00 a 15:59,5,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,MB,1
417,0.25,2,Wednesday,M,30-39,0:00 a 01:59,4,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.25,0,Friday,M,60-69,12:00 a 13:59,2,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,B,1
0,0,0,Monday,M,20-29,08:00 a 09:59,2,50km/h,No,Yes,No,Street,Passenger_vehicle,Poco trafico,No,green,B,1
1526,0.379020138,2,Wednesday,M,20-29,16:00 a 17:59,4,50km/h,No,Yes,No,Avenue,Truck,Poco trafico,Yes,green,MB,0
0,0.300581536,0,Tuesday,M,20-29,18:00 a 19:59,4,50km/h,No,Yes,Yes,Street,Private_car,Trafico moderado,No,green,B,0
0,0.349314585,0,Thursday,M,40-49,08:00 a 09:59,1,50km/h,No,Yes,Yes,Street,Private_car,Poco trafico,No,green,MB,0
0,0.25,1,Thursday,M,20-29,10:00 a 11:59,2,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Poco trafico,No,green,B,0
0,0,0,Tuesday,M,0-19,18:00 a 19:59,1,50km/h,No,No,No,Street,Truck,Poco trafico,No,green,B,1
1256,0.25,0,Friday,M,20-29,20:00 a 21:59,3,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.25,0,Thursday,M,50-59,08:00 a 09:59,2,50km/h,No,Yes,No,Street,Truck,Poco trafico,No,green,B,0
239,0.295420925,2,Tuesday,F,20-29,14:00 a 15:59,3,50km/h,Yes,Yes,Yes,Avenue,Truck,Poco trafico,Yes,green,B,0
5,0.332148627,0,Sunday,M,50-59,16:00 a 17:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,Yes,green,B,0
179,0.343477503,8,Saturday,M,30-39,16:00 a 17:59,3,50km/h,Yes,Yes,No,Avenue,Multiple_collision,Poco trafico,Yes,green,B,0
0,0.284892723,0,Monday,M,30-39,08:00 a 09:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
0,0.25,0,Sunday,F,0-19,12:00 a 13:59,5,60km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
542,0.512930039,2,Thursday,M,0-19,18:00 a 19:59,1,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,orange,MA,0
0,0.277090695,0,Friday,M,50-59,0:00 a 01:59,2,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,1
0,0.25,1,Saturday,M,30-39,06:00 a 07:59,5,60km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.28825079,1,Tuesday,F,20-29,12:00 a 13:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,0
0,0.34243212,1,Tuesday,M,40-49,16:00 a 17:59,2,50km/h,Yes,Yes,No,Avenue,Truck,Trafico moderado,No,green,B,0
0,0.25,0,Thursday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,No,green,B,0
2,0.25,0,Monday,M,30-39,20:00 a 21:59,4,50km/h,No,Yes,No,Avenue,Private_car,Poco trafico,Yes,green,B,0
0,0.335915493,3,Sunday,M,50-59,16:00 a 17:59,6,60km/h,Yes,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,MB,0
0,0.354868624,4,Wednesday,M,50-59,22:00 a 23:59,4,60km/h,No,Yes,Yes,Highway,Private_car,Poco trafico,No,green,MB,0
0,0.328517588,0,Thursday,M,0-19,22:00 a 23:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,1
0,0.416666667,0,Friday,F,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Mucho trafico,No,orange,MB,1
0,0.306508165,1,Saturday,M,0-19,14:00 a 15:59,4,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.37330195,0,Saturday,M,20-29,10:00 a 11:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,MB,0
0,0.25,3,Wednesday,M,50-59,22:00 a 23:59,4,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,green,B,1
417,0.25,1,Saturday,M,30-39,22:00 a 23:59,2,50km/h,Yes,Yes,Yes,Avenue,Private_car,Poco trafico,Yes,green,B,0
357,0.2669967,2,Friday,M,0-19,16:00 a 17:59,2,40km/h,Yes,No,No,Street,Private_car,Poco trafico,Yes,green,B,0
0,0.385157744,0,Tuesday,M,40-49,10:00 a 11:59,3,80km/h,No,Yes,No,Highway,Passenger_vehicle,Poco trafico,No,orange,MB,0
0,0.395188396,3,Friday,M,60-69,10:00 a 11:59,6,60km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,MB,0
0,0.307103543,3,Monday,F,30-39,08:00 a 09:59,6,60km/h,No,Yes,Yes,Avenue,Train,Poco trafico,No,green,B,0
0,0.25,0,Wednesday,M,20-29,06:00 a 07:59,1,50km/h,No,No,No,Street,Private_car,Poco trafico,No,green,B,0
0,0.371562567,0,Wednesday,M,0-19,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Poco trafico,No,green,B,1
724,0.435982478,2,Wednesday,F,0-19,08:00 a 09:59,2,50km/h,No,Yes,Yes,Street,Passenger_vehicle,Poco trafico,Yes,orange,MB,0
0,0,3,Wednesday,M,0-19,08:00 a 09:59,3,50km/h,Yes,Yes,No,Avenue,Truck,Poco trafico,No,green,B,0
0,0.37195572,1,Sunday,M,40-49,20:00 a 21:59,2,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,MB,1
0,0.301693227,0,Thursday,M,50-59,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Trafico moderado,No,green,B,0
0,0.299587629,1,Monday,M,20-29,16:00 a 17:59,3,50km/h,No,Yes,Yes,Avenue,Private_car,Poco trafico,No,green,B,0
0,0.451489758,0,Wednesday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Truck,Trafico moderado,No,orange,MB,1
0,0.294885551,0,Thursday,M,70+,08:00 a 09:59,4,80km/h,No,Yes,Yes,Peripheral,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.374822393,1,,M,40-49,12:00 a 13:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,1
0,0.372059667,0,Sunday,M,60-69,10:00 a 11:59,3,50km/h,No,Yes,No,Avenue,Train,Poco trafico,No,green,MB,0
21,0.261415461,0,Sunday,M,20-29,16:00 a 17:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,Yes,green,B,0
0,0.25,0,Tuesday,M,50-59,08:00 a 09:59,5,60km/h,No,Yes,No,Peripheral,Passenger_vehicle,Trafico moderado,No,green,B,0
0,0.25,0,Sunday,M,40-49,08:00 a 09:59,3,80km/h,No,Yes,No,Highway,Private_car,Poco trafico,No,green,B,1
0,0.317826454,1,Thursday,M,50-59,14:00 a 15:59,2,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,B,1
0,0.40339314,0,Saturday,M,0-19,20:00 a 21:59,1,50km/h,No,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,No,green,MB,1
265,0.322555469,0,Wednesday,M,20-29,14:00 a 15:59,2,50km/h,Yes,Yes,Yes,Avenue,Passenger_vehicle,Poco trafico,Yes,green,B,1
0,0.28718296,0,Saturday,M,40-49,20:00 a 21:59,1,50km/h,No,Yes,No,Avenue,Passenger_vehicle,Trafico moderado,No,green,B,1
0,0.361884448,0,Monday,M,20-29,08:00 a 09:59,3,50km/h,No,Yes,Yes,Avenue,Truck,Trafico moderado,No,green,MB,1
667,0.372018147,2,Friday,M,40-49,18:00 a 19:59,3,50km/h,Yes,Yes,Yes,Avenue,Truck,Trafico moderado,Yes,green,MB,1
0,0.422370317,1,Thursday,M,60-69,18:00 a 19:59,1,50km/h,No,Yes,No,Street,Passenger_vehicle,Trafico moderado,No,green,MB,1
0,0,0,Saturday,M,30-39,08:00 a 09:59,2,80km/h,No,Yes,No,Highway,Truck,Poco trafico,No,green,B,1
0,0.286601597,0,Friday,M,40-49,0:00 a 01:59,6,60km/h,Yes,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,B,1
0,0.376188146,0,,M,20-29,12:00 a 13:59,6,60km/h,No,Yes,Yes,Peripheral,Private_car,Poco trafico,No,green,MB,1