id,Coordy,Coordx,riesgo,Probabilidad_Clase_0,Probabilidad_Clase_1,riesgoFormula
306,20.62727165,-103.3238373,Poco riesgo,0.315445425,0.684554575,Poco riesgo
307,20.6694789,-103.4526987,Alto riesgo,0.817776455,0.182223545,Alto riesgo
308,20.68035126,-103.2943344,Poco riesgo,0.477540119,0.522459881,Poco riesgo
309,20.65613747,-103.3726425,Poco riesgo,0.485128234,0.514871766,Poco riesgo
310,20.66382599,-103.3177338,Poco riesgo,0.262070707,0.737929293,Poco riesgo
311,20.61774635,-103.4513092,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
312,20.68844986,-103.2727509,Poco riesgo,0.485128234,0.514871766,Poco riesgo
313,20.6486187,-103.4577179,Riesgo moderado,0.609412427,0.390587573,Riesgo moderado
314,20.64454651,-103.3846817,Riesgo moderado,0.550068228,0.449931772,Riesgo moderado
315,20.71927261,-103.3538208,Poco riesgo,0.461345155,0.538654845,Poco riesgo
316,20.6629847,-103.2918445,Poco riesgo,0.434804228,0.565195772,Poco riesgo
317,20.58906174,-103.3329926,Poco riesgo,0.428542833,0.571457167,Poco riesgo
318,20.679276,-103.3694505,Sin riesgo,0.246818791,0.753181209,Sin riesgo
320,20.67141151,-103.3516464,Poco riesgo,0.304597035,0.695402965,Poco riesgo
321,20.66534805,-103.3720627,Poco riesgo,0.300053794,0.699946206,Poco riesgo
322,20.7337513,-103.3625031,Poco riesgo,0.434929424,0.565070576,Poco riesgo
323,20.66856384,-103.2760468,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
324,20.525013,-103.2522442,Alto riesgo,0.904268616,0.095731384,Alto riesgo
325,20.74462128,-103.3538818,Poco riesgo,0.485128234,0.514871766,Poco riesgo
326,20.65535164,-103.3008041,Riesgo moderado,0.548425765,0.451574235,Riesgo moderado
327,20.62725067,-103.2455292,Poco riesgo,0.4915053,0.5084947,Poco riesgo
328,20.66417122,-103.2893448,Poco riesgo,0.434350958,0.565649042,Poco riesgo
329,20.66966248,-103.4312286,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
330,20.62420273,-103.3763046,Riesgo moderado,0.553926639,0.446073361,Riesgo moderado
331,20.68199539,-103.3404083,Poco riesgo,0.341728286,0.658271714,Poco riesgo
332,20.67337036,-103.4270401,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
333,20.6683444,-103.3428639,Poco riesgo,0.369431749,0.630568251,Poco riesgo
334,20.68387604,-103.283783,Poco riesgo,0.485128234,0.514871766,Poco riesgo
335,20.6529026,-103.2786789,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
336,20.62694168,-103.2557449,Poco riesgo,0.477540119,0.522459881,Poco riesgo
337,20.67378426,-103.3153229,Poco riesgo,0.428542833,0.571457167,Poco riesgo
338,20.68483162,-103.3637009,Poco riesgo,0.350854252,0.649145748,Poco riesgo
339,20.4957771,-103.2420289,Alto riesgo,0.904268616,0.095731384,Alto riesgo
340,20.66248512,-103.3327103,Poco riesgo,0.48852447,0.51147553,Poco riesgo
342,20.64919472,-103.2699814,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
343,20.63952637,-103.3395462,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
344,20.71342659,-103.3740311,Poco riesgo,0.402477952,0.597522048,Poco riesgo
345,20.6553983,-103.3013819,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
346,20.59567,-103.3259577,Alto riesgo,0.882600089,0.117399911,Alto riesgo
347,20.535263,-103.2976462,Alto riesgo,0.845196028,0.154803972,Alto riesgo
348,20.62541962,-103.4337769,Riesgo moderado,0.516787127,0.483212873,Riesgo moderado
349,20.67136574,-103.371582,Poco riesgo,0.300781208,0.699218792,Poco riesgo
351,20.78166962,-103.4629211,Poco riesgo,0.402439582,0.597560418,Poco riesgo
352,20.65926743,-103.3560257,Poco riesgo,0.431875213,0.568124787,Poco riesgo
353,20.67278481,-103.4306183,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
354,20.62972832,-103.4488678,Poco riesgo,0.434804228,0.565195772,Poco riesgo
355,20.58480263,-103.3322449,Poco riesgo,0.438220884,0.561779116,Poco riesgo
356,20.68539238,-103.3234863,Poco riesgo,0.349561157,0.650438843,Poco riesgo
357,20.676123,-103.3575401,Poco riesgo,0.369431749,0.630568251,Poco riesgo
358,20.65293121,-103.3434219,Poco riesgo,0.381323058,0.618676942,Poco riesgo
359,20.6578202,-103.3137223,Poco riesgo,0.366251223,0.633748777,Poco riesgo
360,20.6166622,-103.4349672,Poco riesgo,0.420666266,0.579333734,Poco riesgo
361,20.7635297,-103.4383767,Poco riesgo,0.466875625,0.533124375,Poco riesgo
362,20.6258522,-103.3043618,Poco riesgo,0.302315379,0.697684621,Poco riesgo
363,20.69367981,-103.3004074,Poco riesgo,0.413297306,0.586702694,Poco riesgo
364,20.7357235,-103.368103,Riesgo moderado,0.510613589,0.489386411,Riesgo moderado
365,20.64326859,-103.3497162,Poco riesgo,0.499103335,0.500896665,Poco riesgo
366,20.63546562,-103.3938141,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
367,20.62727547,-103.2456207,Poco riesgo,0.434804228,0.565195772,Poco riesgo
368,20.6667586,-103.3746373,Poco riesgo,0.418210852,0.581789148,Poco riesgo
369,20.72730255,-103.3151932,Poco riesgo,0.477540119,0.522459881,Poco riesgo
370,20.66643143,-103.3910141,Poco riesgo,0.431875213,0.568124787,Poco riesgo
371,20.7070961,-103.355072,Poco riesgo,0.349561157,0.650438843,Poco riesgo
372,20.71122932,-103.2967987,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
373,20.6909256,-103.3063049,Riesgo moderado,0.563865317,0.436134683,Riesgo moderado
374,20.73561668,-103.3666534,Riesgo moderado,0.520682248,0.479317752,Riesgo moderado
375,20.67888832,-103.3688812,Poco riesgo,0.353116935,0.646883065,Poco riesgo
376,20.54269791,-103.4729767,Alto riesgo,0.87921804,0.12078196,Alto riesgo
377,20.74044609,-103.364563,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
378,20.54199028,-103.3601303,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
379,20.72258759,-103.3689804,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
380,20.50803375,-103.357605,Riesgo moderado,0.6587064,0.3412936,Riesgo moderado
382,20.69380569,-103.3232422,Poco riesgo,0.477540119,0.522459881,Poco riesgo
383,20.66861725,-103.4097366,Poco riesgo,0.349561157,0.650438843,Poco riesgo
384,20.72473145,-103.419014,Riesgo moderado,0.520682248,0.479317752,Riesgo moderado
385,20.64844322,-103.2724991,Riesgo moderado,0.6587064,0.3412936,Riesgo moderado
386,20.65515709,-103.3915176,Poco riesgo,0.311450882,0.688549118,Poco riesgo
388,20.65890884,-103.2508087,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
389,20.60803032,-103.3280411,Alto riesgo,0.802345981,0.197654019,Alto riesgo
390,20.5990448,-103.4373627,Poco riesgo,0.431228589,0.568771411,Poco riesgo
391,20.60116959,-103.2394104,Alto riesgo,0.855987739,0.144012261,Alto riesgo
392,20.6858387,-103.2642822,Riesgo moderado,0.6587064,0.3412936,Riesgo moderado
393,20.6572816,-103.3527674,Poco riesgo,0.362379611,0.637620389,Poco riesgo
394,20.67724037,-103.3523712,Sin riesgo,0.130262152,0.869737848,Sin riesgo
395,20.72619438,-103.3695526,Poco riesgo,0.499103335,0.500896665,Poco riesgo
396,20.68457413,-103.2621307,Poco riesgo,0.499103335,0.500896665,Poco riesgo
397,20.63098717,-103.3787613,Poco riesgo,0.485128234,0.514871766,Poco riesgo
399,,,Alto riesgo,0.893929228,0.106070772,Alto riesgo
400,20.5968377,-103.4001436,Alto riesgo,0.817019277,0.182980723,Alto riesgo
401,20.6248173,-103.4032592,Poco riesgo,0.420666266,0.579333734,Poco riesgo
403,20.69176865,-103.311142,Poco riesgo,0.421115888,0.578884112,Poco riesgo
404,20.62374687,-103.373909,Riesgo moderado,0.543944658,0.456055342,Riesgo moderado
405,20.438574,-103.2476472,Alto riesgo,0.904268616,0.095731384,Alto riesgo
406,20.5557143,-103.4278256,Alto riesgo,0.825231229,0.174768771,Alto riesgo
407,20.67331696,-103.4235992,Poco riesgo,0.37932478,0.62067522,Poco riesgo
408,20.4734592,-103.4455551,Poco riesgo,0.485128234,0.514871766,Poco riesgo
409,20.57391548,-103.3638306,Poco riesgo,0.477540119,0.522459881,Poco riesgo
410,20.67561722,-103.3799744,Poco riesgo,0.306004098,0.693995902,Poco riesgo
411,20.72208786,-103.3082657,Poco riesgo,0.499103335,0.500896665,Poco riesgo
412,20.7218574,-103.3070823,Poco riesgo,0.499103335,0.500896665,Poco riesgo
413,20.63075829,-103.4360886,Riesgo moderado,0.520682248,0.479317752,Riesgo moderado
415,20.73337364,-103.409729,Riesgo moderado,0.516787127,0.483212873,Riesgo moderado
416,20.71327209,-103.3548355,Sin riesgo,0.134489223,0.865510777,Sin riesgo
417,20.71201515,-103.4530106,Riesgo moderado,0.6587064,0.3412936,Riesgo moderado
418,20.65041733,-103.3669128,Poco riesgo,0.293880372,0.706119628,Poco riesgo
419,20.62309456,-103.347023,Poco riesgo,0.4915053,0.5084947,Poco riesgo
420,20.64616394,-103.3296967,Poco riesgo,0.485128234,0.514871766,Poco riesgo
422,20.65977287,-103.2758026,Poco riesgo,0.353575756,0.646424244,Poco riesgo
423,20.67234039,-103.3672028,Poco riesgo,0.254389663,0.745610337,Poco riesgo
424,20.69260406,-103.3153,Poco riesgo,0.4915053,0.5084947,Poco riesgo
425,20.61882591,-103.2481308,Poco riesgo,0.434804228,0.565195772,Poco riesgo
426,20.67167473,-103.359375,Poco riesgo,0.25084485,0.74915515,Poco riesgo
427,20.68502808,-103.3708038,Poco riesgo,0.356503314,0.643496686,Poco riesgo
428,20.5264853,-103.2908968,Alto riesgo,0.884207147,0.115792853,Alto riesgo
429,20.70812988,-103.3239136,Poco riesgo,0.477540119,0.522459881,Poco riesgo
430,20.6773777,-103.3120651,Poco riesgo,0.308543064,0.691456936,Poco riesgo
431,20.68258476,-103.3819199,Poco riesgo,0.418210852,0.581789148,Poco riesgo
432,20.67692375,-103.261261,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
433,20.68942833,-103.310463,Poco riesgo,0.359244386,0.640755614,Poco riesgo
434,20.5813545,-103.3397153,Riesgo moderado,0.584274103,0.415725897,Riesgo moderado
435,20.74369049,-103.3557892,Poco riesgo,0.499103335,0.500896665,Poco riesgo
436,20.7317791,-103.4047546,Riesgo moderado,0.653129018,0.346870982,Riesgo moderado
438,20.67949295,-103.3347092,Poco riesgo,0.369431749,0.630568251,Poco riesgo
439,20.68185234,-103.352272,Poco riesgo,0.258496832,0.741503168,Poco riesgo
440,20.7407909,-103.3892599,Sin riesgo,0.229858822,0.770141178,Sin riesgo
441,20.76652527,-103.4511261,Poco riesgo,0.499103335,0.500896665,Poco riesgo
442,20.66537285,-103.2766647,Riesgo moderado,0.604106763,0.395893237,Riesgo moderado
443,20.67731285,-103.3466034,Poco riesgo,0.406833274,0.593166726,Poco riesgo
444,20.61523628,-103.3428116,Riesgo moderado,0.550068228,0.449931772,Riesgo moderado
445,20.62972832,-103.4488678,Poco riesgo,0.434804228,0.565195772,Poco riesgo
446,20.73345947,-103.3970566,Poco riesgo,0.363913912,0.636086088,Poco riesgo
447,20.7215023,-103.3450699,Poco riesgo,0.468906892,0.531093108,Poco riesgo
448,20.66594887,-103.2807007,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
449,20.6388855,-103.3648224,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
450,20.66271019,-103.4213791,Poco riesgo,0.477540119,0.522459881,Poco riesgo
451,20.5475323,-103.4706392,Poco riesgo,0.497063687,0.502936313,Poco riesgo
452,20.547442,-103.4773262,Alto riesgo,0.817019277,0.182980723,Alto riesgo
453,20.67718506,-103.354805,Sin riesgo,0.218076095,0.781923905,Sin riesgo
454,20.62120628,-103.3597946,Poco riesgo,0.458342739,0.541657261,Poco riesgo
455,20.62271118,-103.2898254,Riesgo moderado,0.70418715,0.29581285,Riesgo moderado
456,20.62247849,-103.3716812,Riesgo moderado,0.553926639,0.446073361,Riesgo moderado
457,20.6227853,-103.3738541,Riesgo moderado,0.543944658,0.456055342,Riesgo moderado
458,20.729089,-103.5311687,Alto riesgo,0.904268616,0.095731384,Alto riesgo
459,20.70957375,-103.3106766,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
460,20.6579628,-103.3718719,Poco riesgo,0.499103335,0.500896665,Poco riesgo
461,20.70713425,-103.2940979,Riesgo moderado,0.6587064,0.3412936,Riesgo moderado
462,20.65052032,-103.3359756,Poco riesgo,0.349561157,0.650438843,Poco riesgo
463,20.5696737,-103.4426309,Riesgo moderado,0.550068228,0.449931772,Riesgo moderado
464,20.65874863,-103.274231,Poco riesgo,0.372214727,0.627785273,Poco riesgo
465,20.453042,-103.4350163,Alto riesgo,0.904268616,0.095731384,Alto riesgo
467,20.67943382,-103.2887573,Riesgo moderado,0.671163645,0.328836355,Riesgo moderado
468,20.6407032,-103.4526825,Poco riesgo,0.413297306,0.586702694,Poco riesgo
469,20.59171486,-103.3868103,Riesgo moderado,0.530734131,0.469265869,Riesgo moderado
470,20.54394779,-103.4649175,Riesgo moderado,0.548425765,0.451574235,Riesgo moderado
471,20.67177391,-103.3049164,Poco riesgo,0.421115888,0.578884112,Poco riesgo
472,20.59152603,-103.239006,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
473,20.66246223,-103.3901443,Poco riesgo,0.363913912,0.636086088,Poco riesgo
474,20.64590454,-103.3330231,Riesgo moderado,0.550068228,0.449931772,Riesgo moderado
475,20.7337513,-103.3625031,Riesgo moderado,0.619085387,0.380914613,Riesgo moderado
476,20.67874146,-103.3313675,Poco riesgo,0.356503314,0.643496686,Poco riesgo
478,20.59327888,-103.2417984,Poco riesgo,0.420666266,0.579333734,Poco riesgo
479,20.5336588,-103.4275061,Poco riesgo,0.420666266,0.579333734,Poco riesgo
480,20.65077209,-103.3417664,Poco riesgo,0.44027659,0.55972341,Poco riesgo
481,20.68315125,-103.3391037,Poco riesgo,0.350854252,0.649145748,Poco riesgo
482,20.67385292,-103.286087,Poco riesgo,0.359244386,0.640755614,Poco riesgo
483,20.76301575,-103.437706,Poco riesgo,0.342576715,0.657423285,Poco riesgo
484,20.5582179,-103.4688255,Poco riesgo,0.477540119,0.522459881,Poco riesgo
485,20.683602,-103.2402417,Alto riesgo,0.817776455,0.182223545,Alto riesgo
486,20.66807747,-103.3152313,Poco riesgo,0.421115888,0.578884112,Poco riesgo
487,20.5713133,-103.4394932,Poco riesgo,0.458342739,0.541657261,Poco riesgo
488,20.64947891,-103.3829041,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
490,20.6844493,-103.2457512,Poco riesgo,0.444313811,0.555686189,Poco riesgo
491,20.5075402,-103.3979497,Alto riesgo,0.898715042,0.101284958,Alto riesgo
492,20.53791237,-103.404213,Riesgo moderado,0.632735993,0.367264007,Riesgo moderado
493,20.61911964,-103.2980499,Poco riesgo,0.485128234,0.514871766,Poco riesgo
494,20.66088295,-103.3531036,Poco riesgo,0.403073629,0.596926371,Poco riesgo
495,20.4648257,-103.2569515,Alto riesgo,0.904268616,0.095731384,Alto riesgo
496,20.6089574,-103.2718287,Alto riesgo,0.904268616,0.095731384,Alto riesgo
497,20.6973193,-103.3713482,Poco riesgo,0.416597559,0.583402441,Poco riesgo
498,20.7680912,-103.444252,Poco riesgo,0.366679495,0.633320505,Poco riesgo
499,20.63588142,-103.371933,Poco riesgo,0.428542833,0.571457167,Poco riesgo
500,20.74343872,-103.3644104,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
501,20.6705536,-103.3715769,Sin riesgo,0.243345044,0.756654956,Sin riesgo
502,20.59061432,-103.3217545,Alto riesgo,0.814064807,0.185935193,Alto riesgo
503,20.65831184,-103.4232178,Poco riesgo,0.477540119,0.522459881,Poco riesgo
504,20.72140312,-103.3452988,Poco riesgo,0.405349844,0.594650156,Poco riesgo
506,20.79560661,-103.4771881,Poco riesgo,0.366679495,0.633320505,Poco riesgo
507,20.71292877,-103.3213272,Poco riesgo,0.477540119,0.522459881,Poco riesgo
508,20.5990448,-103.4373627,Poco riesgo,0.450234288,0.549765712,Poco riesgo
509,20.7311306,-103.3519974,Riesgo moderado,0.520682248,0.479317752,Riesgo moderado
510,20.690485,-103.2968903,Poco riesgo,0.485128234,0.514871766,Poco riesgo
511,20.69560623,-103.4485855,Poco riesgo,0.429066484,0.570933516,Poco riesgo
512,20.5897852,-103.3214499,Alto riesgo,0.814064807,0.185935193,Alto riesgo
513,20.68837547,-103.3196487,Poco riesgo,0.4915053,0.5084947,Poco riesgo
514,20.66538811,-103.3101196,Poco riesgo,0.422501741,0.577498259,Poco riesgo
515,20.6183324,-103.4007999,Poco riesgo,0.428542833,0.571457167,Poco riesgo
516,20.70570946,-103.2957764,Riesgo moderado,0.6587064,0.3412936,Riesgo moderado
517,20.57775307,-103.3625412,Riesgo moderado,0.516787127,0.483212873,Riesgo moderado
518,20.66987419,-103.3427124,Poco riesgo,0.345964312,0.654035688,Poco riesgo
519,20.7316099,-103.4217727,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
520,20.589315,-103.431114,Poco riesgo,0.485128234,0.514871766,Poco riesgo
521,20.52993774,-103.3699417,Poco riesgo,0.420666266,0.579333734,Poco riesgo
522,20.70366478,-103.4598236,Riesgo moderado,0.563865317,0.436134683,Riesgo moderado
523,20.7315464,-103.3939133,Poco riesgo,0.311450882,0.688549118,Poco riesgo
524,20.64039421,-103.4161987,Poco riesgo,0.493163463,0.506836537,Poco riesgo
525,20.67490578,-103.35466,Sin riesgo,0.225028729,0.774971271,Sin riesgo
527,20.753126,-103.3864097,Poco riesgo,0.421115888,0.578884112,Poco riesgo
528,20.65865326,-103.4392014,Poco riesgo,0.477540119,0.522459881,Poco riesgo
529,20.63513756,-103.4669571,Poco riesgo,0.432367969,0.567632031,Poco riesgo
530,20.5255062,-103.2905762,Alto riesgo,0.90561078,0.09438922,Alto riesgo
531,20.63594818,-103.4659119,Poco riesgo,0.432367969,0.567632031,Poco riesgo
532,20.64443016,-103.3067169,Poco riesgo,0.47456494,0.52543506,Poco riesgo
533,20.65204239,-103.3287659,Poco riesgo,0.362379611,0.637620389,Poco riesgo
534,20.72133636,-103.3455582,Riesgo moderado,0.67838738,0.32161262,Riesgo moderado
535,20.5300036,-103.2948803,Alto riesgo,0.882600089,0.117399911,Alto riesgo
537,20.5255062,-103.2905762,Alto riesgo,0.90561078,0.09438922,Alto riesgo
538,20.5470065,-103.4711852,Poco riesgo,0.477799216,0.522200784,Poco riesgo
540,20.64794731,-103.3529968,Riesgo moderado,0.553926639,0.446073361,Riesgo moderado
542,20.64254379,-103.399353,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
543,20.72997665,-103.4286499,Poco riesgo,0.493718681,0.506281319,Poco riesgo
544,20.67928505,-103.3785858,Poco riesgo,0.301448968,0.698551032,Poco riesgo
545,20.61478424,-103.4269638,Alto riesgo,0.849367522,0.150632478,Alto riesgo
546,20.68589973,-103.2616425,Poco riesgo,0.499103335,0.500896665,Poco riesgo
547,20.572195,-103.1678312,Alto riesgo,0.904268616,0.095731384,Alto riesgo
548,20.67512894,-103.3009567,Poco riesgo,0.432367969,0.567632031,Poco riesgo
549,20.648447,-103.442858,Alto riesgo,0.825961664,0.174038336,Alto riesgo
550,20.7032559,-103.4598334,Riesgo moderado,0.563865317,0.436134683,Riesgo moderado
551,20.68313408,-103.3403931,Poco riesgo,0.350854252,0.649145748,Poco riesgo
552,20.5471296,-103.3614144,Poco riesgo,0.477540119,0.522459881,Poco riesgo
553,20.68196869,-103.362999,Poco riesgo,0.356503314,0.643496686,Poco riesgo
554,20.66338539,-103.2811127,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
555,20.74823189,-103.3642044,Poco riesgo,0.485128234,0.514871766,Poco riesgo
557,20.69799232,-103.3526611,Poco riesgo,0.48852447,0.51147553,Poco riesgo
558,20.61732864,-103.3090439,Riesgo moderado,0.534543433,0.465456567,Riesgo moderado
559,20.642416,-103.3879395,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
560,20.63028145,-103.3768768,Poco riesgo,0.428542833,0.571457167,Poco riesgo
561,20.62541389,-103.4647293,Poco riesgo,0.408084183,0.591915817,Poco riesgo
562,20.6414921,-103.3571032,Poco riesgo,0.420666266,0.579333734,Poco riesgo
563,20.7221467,-103.3655427,Poco riesgo,0.420666266,0.579333734,Poco riesgo
564,20.67412758,-103.3548508,Sin riesgo,0.232137218,0.767862782,Sin riesgo
565,20.64614868,-103.4061661,Poco riesgo,0.471378064,0.528621936,Poco riesgo
566,20.65837288,-103.3115234,Poco riesgo,0.428542833,0.571457167,Poco riesgo
567,20.76983643,-103.4466782,Sin riesgo,0.089608528,0.910391472,Sin riesgo
569,20.7369285,-103.373818,Poco riesgo,0.399397294,0.600602706,Poco riesgo
570,20.72523308,-103.3870926,Poco riesgo,0.311450882,0.688549118,Poco riesgo
571,20.629086,-103.3483875,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
572,20.73508453,-103.4236908,Riesgo moderado,0.618965247,0.381034753,Riesgo moderado
573,20.66069221,-103.3178024,Poco riesgo,0.359244386,0.640755614,Poco riesgo
574,20.6291008,-103.3461227,Poco riesgo,0.428542833,0.571457167,Poco riesgo
575,20.67904854,-103.371727,Poco riesgo,0.301448968,0.698551032,Poco riesgo
576,20.69888115,-103.3540497,Poco riesgo,0.468406857,0.531593143,Poco riesgo
577,20.7609254,-103.4396561,Poco riesgo,0.493163463,0.506836537,Poco riesgo
578,20.5920722,-103.3866086,Alto riesgo,0.825961664,0.174038336,Alto riesgo
579,20.67731285,-103.3466034,Poco riesgo,0.296125387,0.703874613,Poco riesgo
580,20.5446633,-103.4642192,Riesgo moderado,0.55592113,0.44407887,Riesgo moderado
581,20.6240259,-103.375689,Riesgo moderado,0.599774969,0.400225031,Riesgo moderado
582,20.71927261,-103.3538208,Poco riesgo,0.461345155,0.538654845,Poco riesgo
583,20.64361191,-103.4407501,Poco riesgo,0.442288139,0.557711861,Poco riesgo
584,20.63977432,-103.447319,Poco riesgo,0.477540119,0.522459881,Poco riesgo
585,20.64506912,-103.4602737,Sin riesgo,0.207067192,0.792932808,Sin riesgo
586,20.648224,-103.403053,Riesgo moderado,0.605692313,0.394307687,Riesgo moderado
587,20.66720963,-103.2911301,Poco riesgo,0.420666266,0.579333734,Poco riesgo
588,20.6642733,-103.3659296,Sin riesgo,0.15500528,0.84499472,Sin riesgo
589,20.68985367,-103.3465424,Poco riesgo,0.356503314,0.643496686,Poco riesgo
590,20.7067349,-103.3517704,Poco riesgo,0.349561157,0.650438843,Poco riesgo
591,20.69175339,-103.2723541,Poco riesgo,0.420666266,0.579333734,Poco riesgo
592,20.55851364,-103.4169998,Alto riesgo,0.817019277,0.182980723,Alto riesgo
593,20.6464386,-103.3122482,Poco riesgo,0.47456494,0.52543506,Poco riesgo
594,20.69615364,-103.3551025,Poco riesgo,0.418210852,0.581789148,Poco riesgo
595,20.68276024,-103.3522568,Poco riesgo,0.25084485,0.74915515,Poco riesgo
596,20.71412468,-103.346138,Poco riesgo,0.434804228,0.565195772,Poco riesgo
597,20.7002455,-103.3715213,Poco riesgo,0.366251223,0.633748777,Poco riesgo
598,20.73101807,-103.411644,Sin riesgo,0.212523519,0.787476481,Sin riesgo
600,20.70864296,-103.4583206,Riesgo moderado,0.563865317,0.436134683,Riesgo moderado
602,20.4640569,-103.4330327,Poco riesgo,0.420666266,0.579333734,Poco riesgo
603,20.66679382,-103.3003693,Poco riesgo,0.485128234,0.514871766,Poco riesgo
